Ensembl,D1,D2,D3,D4
ENSG00000055208,10012,12155,14350,14162
ENSG00000055211,1047,1009,1479,1243
ENSG00000055332,4502,3300,5662,4191
ENSG00000055483,4418,3691,6216,6130
ENSG00000055609,14725,14206,17967,23116
ENSG00000055732,62,51,117,122
ENSG00000055813,0,0,0,0
ENSG00000055917,10053,13070,14350,14816
ENSG00000055950,1107,847,1445,1288
ENSG00000055955,22,35,86,80
ENSG00000055957,0,0,0,0
ENSG00000056050,342,392,642,626
ENSG00000056097,7182,8071,14867,11062
ENSG00000056277,374,510,645,623
ENSG00000056291,0,0,0,0
ENSG00000056487,0,0,3,2
ENSG00000056558,8252,7538,16952,15565
ENSG00000056586,7126,8707,14154,11325
ENSG00000056736,17,44,20,9
ENSG00000056972,679,676,1064,850
ENSG00000056998,0,0,0,0
ENSG00000057019,102,84,137,186
ENSG00000057149,0,0,0,0
ENSG00000057252,2609,2649,4439,4112
ENSG00000057294,16,4,94,29
ENSG00000057468,48,42,48,40
ENSG00000057593,3,3,7,12
ENSG00000057608,10787,10607,17364,14424
ENSG00000057657,4943,3145,3996,4252
ENSG00000057663,2862,2886,5013,3521
ENSG00000057704,1120,263,817,674
ENSG00000057757,3618,3485,5660,4489
ENSG00000057935,1038,907,1487,1725
ENSG00000058056,782,717,992,1016
ENSG00000058063,11213,14325,23748,18643
ENSG00000058085,0,0,0,0
ENSG00000058091,23,46,61,53
ENSG00000058262,5742,4653,10384,7663
ENSG00000058272,7219,8047,11916,9795
ENSG00000058335,0,0,0,0
ENSG00000058404,1,2,4,0
ENSG00000058453,761,925,2107,2249
ENSG00000058600,3224,3163,6002,5651
ENSG00000058668,10418,7517,11824,11118
ENSG00000058673,193,229,313,275
ENSG00000058729,1563,1783,3060,2365
ENSG00000058799,693,614,1271,973
ENSG00000058804,918,1060,1835,1410
ENSG00000058866,3,1,13,13
ENSG00000059122,875,796,1850,1633
ENSG00000059145,614,399,965,1052
ENSG00000059377,391,332,512,331
ENSG00000059378,2785,2004,3936,3884
ENSG00000059573,878,1622,2523,2115
ENSG00000059588,2486,2940,3891,4741
ENSG00000059691,316,293,485,447
ENSG00000059728,2318,2058,2348,2352
ENSG00000059758,5700,6447,10975,7987
ENSG00000059769,292,258,336,221
ENSG00000059804,34077,36872,50753,46659
ENSG00000059915,140,147,157,218
ENSG00000060069,574,431,864,734
ENSG00000060138,2333,1841,1823,1861
ENSG00000060140,108,53,75,87
ENSG00000060237,15559,12482,15009,20250
ENSG00000060303,0,3,0,0
ENSG00000060339,4847,4727,7754,6978
ENSG00000060491,1738,1320,2875,2984
ENSG00000060558,197,174,273,406
ENSG00000060566,0,0,0,0
ENSG00000060642,517,324,908,684
ENSG00000060656,4,0,3,3
ENSG00000060688,1382,1473,2646,2514
ENSG00000060709,0,0,0,0
ENSG00000060718,0,0,0,0
ENSG00000060749,1530,1814,2174,2036
ENSG00000060762,698,574,1089,775
ENSG00000060971,1457,946,1851,1890
ENSG00000060982,84,120,126,75
ENSG00000061273,1775,1524,2701,2937
ENSG00000061337,22,33,89,77
ENSG00000061455,0,0,1,5
ENSG00000061492,0,0,0,0
ENSG00000061656,78,51,138,153
ENSG00000061676,482,338,748,582
ENSG00000061794,1464,1792,2960,2181
ENSG00000061918,1,3,0,0
ENSG00000061936,3591,3018,5021,5413
ENSG00000061938,2057,1418,2669,2830
ENSG00000061987,4140,4831,6995,7657
ENSG00000062038,9,16,15,13
ENSG00000062096,0,0,0,0
ENSG00000062194,10900,13442,18096,15195
ENSG00000062282,2,7,5,14
ENSG00000062370,0,0,8,43
ENSG00000062485,2923,2491,3589,4417
ENSG00000062524,73,142,271,131
ENSG00000062582,237,262,309,259
ENSG00000062598,2494,1971,3854,3213
ENSG00000062650,7685,7805,13736,11710
ENSG00000062716,8005,7252,15436,11712
ENSG00000062725,2213,2202,3380,2961
ENSG00000062822,727,475,898,870
ENSG00000063015,2,5,21,12
ENSG00000063046,70116,70386,101724,85042
ENSG00000063127,63,58,111,93
ENSG00000063169,151,125,197,196
ENSG00000063176,149,156,279,226
ENSG00000063177,49394,37039,64281,53143
ENSG00000063180,258,202,432,330
ENSG00000063241,123,147,172,146
ENSG00000063244,3638,3128,5843,4881
ENSG00000063245,519,340,580,718
ENSG00000063322,1523,1190,1880,1890
ENSG00000063438,50,6,26,7
ENSG00000063515,0,0,0,0
ENSG00000063587,1093,799,1219,1641
ENSG00000063601,2745,2727,4238,4209
ENSG00000063660,21,25,24,27
ENSG00000063761,120,72,231,164
ENSG00000063854,1013,751,1447,1120
ENSG00000063978,4940,4202,8937,7074
ENSG00000064012,8597,10512,17277,13761
ENSG00000064042,1,0,7,10
ENSG00000064102,948,1034,1634,1244
ENSG00000064115,1162,1218,2370,1493
ENSG00000064195,0,0,0,0
ENSG00000064199,46,29,59,37
ENSG00000064201,857,1204,1367,1502
ENSG00000064205,0,0,0,0
ENSG00000064218,0,0,0,0
ENSG00000064225,14,23,35,10
ENSG00000064270,0,0,1,0
ENSG00000064300,2,1,15,4
ENSG00000064309,121,106,142,215
ENSG00000064313,2684,2497,4575,3857
ENSG00000064393,2977,2349,2284,4136
ENSG00000064419,3051,3099,5536,5227
ENSG00000064489,20,12,5,17
ENSG00000064490,910,732,1263,1112
ENSG00000064545,260,232,451,366
ENSG00000064547,1081,699,1201,1137
ENSG00000064601,1078,1240,2118,1640
ENSG00000064607,4156,3427,7151,6952
ENSG00000064651,1561,1430,2541,1880
ENSG00000064652,114,123,236,155
ENSG00000064655,4,0,3,2
ENSG00000064666,7917,5662,7711,11824
ENSG00000064687,2414,2355,2797,4106
ENSG00000064692,0,0,0,0
ENSG00000064703,2711,3030,4165,3691
ENSG00000064726,3270,3515,7627,5437
ENSG00000064763,257,385,463,321
ENSG00000064787,126,23,216,19
ENSG00000064835,0,0,0,0
ENSG00000064886,642,699,1955,556
ENSG00000064932,152,87,276,430
ENSG00000064933,1069,1259,1778,1548
ENSG00000064961,835,763,1557,975
ENSG00000064989,19,31,50,56
ENSG00000064995,1528,1313,2413,2241
ENSG00000064999,611,504,869,984
ENSG00000065000,2195,1747,3590,3254
ENSG00000065029,1454,1030,2218,2053
ENSG00000065054,19,18,46,23
ENSG00000065057,89,137,206,116
ENSG00000065060,1388,1149,1980,1942
ENSG00000065135,6320,6583,10638,7923
ENSG00000065150,5717,6133,9953,8448
ENSG00000065154,2062,1713,3056,2466
ENSG00000065183,766,1095,2195,1911
ENSG00000065243,4275,3882,5739,5756
ENSG00000065268,187,316,537,368
ENSG00000065308,1056,780,1268,1227
ENSG00000065320,7,14,20,6
ENSG00000065325,0,0,0,0
ENSG00000065328,94,44,104,58
ENSG00000065357,7864,7894,12388,15873
ENSG00000065361,25,15,33,25
ENSG00000065371,2,0,0,0
ENSG00000065413,14453,16556,31122,28636
ENSG00000065427,8834,8841,16296,11253
ENSG00000065457,1707,1292,2646,2611
ENSG00000065485,88,106,167,167
ENSG00000065491,761,594,895,846
ENSG00000065518,1654,1646,2883,2190
ENSG00000065526,6886,5403,5333,8656
ENSG00000065534,3,0,22,0
ENSG00000065548,7250,8069,13014,8892
ENSG00000065559,2834,2436,3836,3219
ENSG00000065600,400,332,515,417
ENSG00000065609,0,0,0,0
ENSG00000065613,6366,8175,12541,9823
ENSG00000065615,2593,2074,4072,2640
ENSG00000065618,0,0,5,0
ENSG00000065621,32,20,38,41
ENSG00000065665,276,270,480,461
ENSG00000065675,8392,6932,14153,11683
ENSG00000065717,198,189,395,318
ENSG00000065802,1021,708,1593,1771
ENSG00000065809,13747,17765,24772,21028
ENSG00000065833,35,82,102,57
ENSG00000065882,3230,2841,4646,4035
ENSG00000065883,8929,9210,14226,12927
ENSG00000065911,1953,1899,2793,1893
ENSG00000065923,537,562,743,789
ENSG00000065970,1681,1212,1614,1797
ENSG00000065978,16813,12835,24883,18406
ENSG00000065989,173,89,144,131
ENSG00000066027,4426,4265,7263,5353
ENSG00000066032,0,0,0,0
ENSG00000066044,1016,909,1621,1564
ENSG00000066056,0,0,3,0
ENSG00000066084,5064,4810,7665,10040
ENSG00000066117,2160,1555,2927,2598
ENSG00000066135,871,699,1487,1394
ENSG00000066136,998,732,1329,1184
ENSG00000066185,11,29,43,39
ENSG00000066230,123,144,159,275
ENSG00000066248,0,0,0,0
ENSG00000066279,293,355,421,421
ENSG00000066294,5075,5275,9485,7041
ENSG00000066322,787,606,1551,974
ENSG00000066336,50,58,69,58
ENSG00000066379,42,13,4,18
ENSG00000066382,0,1,2,11
ENSG00000066405,0,0,0,0
ENSG00000066422,9755,10549,14050,11961
ENSG00000066427,1396,1711,2952,2100
ENSG00000066455,1231,1451,2372,2046
ENSG00000066468,68,61,230,53
ENSG00000066557,1577,1778,2754,1795
ENSG00000066583,673,398,807,569
ENSG00000066629,1,3,2,2
ENSG00000066651,1422,1552,2441,2131
ENSG00000066654,11212,12051,17462,12775
ENSG00000066697,652,439,1019,607
ENSG00000066735,4,50,28,23
ENSG00000066739,3535,4143,6187,6929
ENSG00000066777,8549,10083,14310,14082
ENSG00000066813,0,0,0,0
ENSG00000066827,655,543,1007,1075
ENSG00000066855,200,197,312,270
ENSG00000066923,101,96,155,135
ENSG00000066926,634,549,884,840
ENSG00000066933,4946,5641,8187,8459
ENSG00000067048,21862,29301,40948,32840
ENSG00000067057,2587,2457,3310,3600
ENSG00000067064,8042,7886,8561,7622
ENSG00000067066,9620,8826,13804,13645
ENSG00000067082,69017,67449,58488,43489
ENSG00000067113,189,303,339,352
ENSG00000067141,684,565,1579,1035
ENSG00000067167,13305,14227,24914,13448
ENSG00000067177,3,22,19,28
ENSG00000067182,653,368,875,959
ENSG00000067191,220,157,268,343
ENSG00000067208,141,291,296,190
ENSG00000067221,176,152,238,235
ENSG00000067225,13660,11185,18249,15767
ENSG00000067248,2292,2259,4039,3085
ENSG00000067334,8497,9804,11957,10025
ENSG00000067365,315,203,407,536
ENSG00000067369,2500,2914,4574,4483
ENSG00000067445,5,8,63,56
ENSG00000067533,750,1080,1492,1172
ENSG00000067560,14530,11938,22071,16409
ENSG00000067596,6240,5011,11364,9403
ENSG00000067601,103,88,140,189
ENSG00000067606,423,416,911,688
ENSG00000067646,4683,3658,6743,4340
ENSG00000067704,3287,3704,6166,5693
ENSG00000067715,0,0,1,3
ENSG00000067798,0,0,0,0
ENSG00000067829,991,732,1350,1246
ENSG00000067836,114,110,209,122
ENSG00000067840,2103,560,2423,1008
ENSG00000067842,0,1,0,0
ENSG00000067900,9850,10343,15978,14226
ENSG00000067955,3428,4141,5647,3692
ENSG00000067992,1235,1076,2086,1916
ENSG00000068001,47,48,77,56
ENSG00000068024,1475,1103,1879,2228
ENSG00000068028,3914,2713,5560,4201
ENSG00000068078,0,0,2,3
ENSG00000068079,537,301,519,483
ENSG00000068097,537,774,1065,935
ENSG00000068120,564,388,646,789
ENSG00000068137,20,4,30,15
ENSG00000068305,1760,1786,2541,2942
ENSG00000068308,2414,1867,3695,3267
ENSG00000068323,740,661,1059,1145
ENSG00000068354,1242,680,1170,1371
ENSG00000068366,2498,2431,3395,2981
ENSG00000068383,501,475,652,831
ENSG00000068394,678,651,1041,821
ENSG00000068400,1442,1290,2507,2223
ENSG00000068438,1449,1219,1885,1859
ENSG00000068489,143,96,153,94
ENSG00000068615,0,0,4,0
ENSG00000068650,1282,1122,1348,2506
ENSG00000068654,1511,1207,2279,2576
ENSG00000068697,2223,1773,3216,1808
ENSG00000068724,1455,1227,2067,1911
ENSG00000068745,3335,2812,4709,3993
ENSG00000068781,0,0,0,0
ENSG00000068784,1942,1659,2414,2221
ENSG00000068796,7751,9624,13999,12785
ENSG00000068831,8096,7165,13759,13706
ENSG00000068878,5660,5069,8946,9403
ENSG00000068885,787,1037,1659,1306
ENSG00000068903,1625,1200,2388,1779
ENSG00000068912,1419,1342,2501,1929
ENSG00000068971,324,345,837,496
ENSG00000068976,187,184,348,401
ENSG00000068985,0,0,0,0
ENSG00000069011,0,0,1,0
ENSG00000069018,0,0,0,0
ENSG00000069020,1688,1736,1975,2660
ENSG00000069122,0,0,0,0
ENSG00000069188,246,259,229,497
ENSG00000069206,0,0,0,0
ENSG00000069248,2651,2488,5235,4947
ENSG00000069275,11772,13590,20591,15890
ENSG00000069329,3394,4579,6274,5910
ENSG00000069345,6348,5374,7722,6732
ENSG00000069399,402,326,803,879
ENSG00000069424,3024,2482,4414,4428
ENSG00000069431,0,0,0,0
ENSG00000069482,0,0,0,0
ENSG00000069493,12194,10344,19468,16281
ENSG00000069509,577,464,774,687
ENSG00000069535,0,0,1,0
ENSG00000069667,20882,24646,33777,25543
ENSG00000069696,0,0,0,0
ENSG00000069702,10216,4995,15027,9155
ENSG00000069764,0,0,0,0
ENSG00000069812,0,0,0,0
ENSG00000069849,1220,1205,2093,1725
ENSG00000069869,290,530,1103,657
ENSG00000069943,556,671,1029,908
ENSG00000069956,5694,7982,8964,5643
ENSG00000069966,1624,1469,2735,2350
ENSG00000069974,1771,1273,2556,1763
ENSG00000069998,669,653,1026,857
ENSG00000070010,4098,3145,5743,5582
ENSG00000070018,467,624,1154,920
ENSG00000070019,0,0,0,3
ENSG00000070031,0,0,0,0
ENSG00000070047,36,3,23,65
ENSG00000070061,2091,2687,4392,4226
ENSG00000070081,3936,4436,7043,6971
ENSG00000070087,261,445,736,362
ENSG00000070159,15,4,9,3
ENSG00000070182,0,4,10,14
ENSG00000070190,758,692,898,966
ENSG00000070193,0,0,0,0
ENSG00000070214,1204,1374,2275,1937
ENSG00000070269,746,767,1120,939
ENSG00000070366,2503,1936,3065,3544
ENSG00000070367,2164,3280,4533,3333
ENSG00000070371,13,16,34,55
ENSG00000070388,0,0,8,14
ENSG00000070404,14,24,31,60
ENSG00000070413,2040,1366,2716,3188
ENSG00000070423,1698,1521,3138,2985
ENSG00000070444,723,535,1203,1303
ENSG00000070476,2361,2053,3892,3936
ENSG00000070495,3974,2614,5021,4262
ENSG00000070501,1522,1251,1967,1536
ENSG00000070526,98,117,517,354
ENSG00000070540,288,145,403,102
ENSG00000070601,0,2,0,2
ENSG00000070610,1013,822,1644,1556
ENSG00000070614,28,23,85,52
ENSG00000070669,74,85,87,72
ENSG00000070718,2753,4246,5843,6079
ENSG00000070729,0,0,0,0
ENSG00000070731,2,3,17,5
ENSG00000070748,0,0,0,0
ENSG00000070756,46365,36411,34628,49694
ENSG00000070759,422,356,534,545
ENSG00000070761,2888,4630,3933,2615
ENSG00000070770,3320,2722,3340,4313
ENSG00000070778,0,0,0,0
ENSG00000070785,495,567,1186,853
ENSG00000070808,0,0,0,0
ENSG00000070814,1967,1590,2916,3330
ENSG00000070831,2957,2834,4325,2806
ENSG00000070882,2082,2445,3497,2557
ENSG00000070886,1,0,1,1
ENSG00000070915,3,0,5,2
ENSG00000070950,1401,1468,1963,1531
ENSG00000070961,6616,9803,14388,9558
ENSG00000070985,1,0,10,20
ENSG00000071051,3289,3514,5981,6137
ENSG00000071054,7232,6328,10393,12261
ENSG00000071073,18090,20527,30584,28589
ENSG00000071082,130491,98960,165482,140077
ENSG00000071127,11028,9363,17880,15495
ENSG00000071189,3602,4469,6596,5442
ENSG00000071203,0,0,0,0
ENSG00000071205,1570,588,1182,1293
ENSG00000071242,164,106,263,406
ENSG00000071243,2529,2836,4150,3073
ENSG00000071246,291,203,354,179
ENSG00000071282,54,34,69,40
ENSG00000071462,2051,1355,2432,2258
ENSG00000071537,3190,3198,6005,5599
ENSG00000071539,50,28,56,45
ENSG00000071553,1585,1186,2325,2115
ENSG00000071564,1015,942,1627,1679
ENSG00000071575,3938,3794,5951,6437
ENSG00000071626,2962,2165,4943,4274
ENSG00000071655,746,754,1559,1166
ENSG00000071677,0,0,0,0
ENSG00000071794,929,1304,1593,1562
ENSG00000071859,1117,966,1957,1389
ENSG00000071889,632,514,934,815
ENSG00000071894,2081,953,2511,3756
ENSG00000071909,205,26,2,196
ENSG00000071967,31,28,127,33
ENSG00000071991,0,0,0,0
ENSG00000071994,4059,4397,6974,5637
ENSG00000072041,0,0,0,0
ENSG00000072042,1874,1961,3078,2754
ENSG00000072062,402,204,252,300
ENSG00000072071,608,449,854,951
ENSG00000072080,0,0,0,0
ENSG00000072110,1912,2108,2903,4214
ENSG00000072121,1810,1754,2699,3276
ENSG00000072133,7,6,43,28
ENSG00000072134,156,132,223,217
ENSG00000072135,1798,1230,2227,1992
ENSG00000072163,42,31,56,71
ENSG00000072182,2,1,0,6
ENSG00000072195,106,119,194,260
ENSG00000072201,2,3,1,3
ENSG00000072210,906,971,1464,1626
ENSG00000072274,7051,9314,12618,11186
ENSG00000072310,1214,1077,1948,1765
ENSG00000072315,0,0,0,0
ENSG00000072364,7787,8102,11935,11442
ENSG00000072401,288,598,778,373
ENSG00000072415,945,1208,1589,1618
ENSG00000072422,0,3,5,5
ENSG00000072501,3060,2747,4415,5194
ENSG00000072506,946,841,1556,1234
ENSG00000072518,1050,870,1189,1420
ENSG00000072571,125,67,140,91
ENSG00000072609,2115,1677,3142,3133
ENSG00000072657,0,0,0,0
ENSG00000072682,40,10,15,6
ENSG00000072694,84,40,201,38
ENSG00000072736,12254,10066,19129,15389
ENSG00000072756,1644,1319,2263,1996
ENSG00000072778,4018,3701,6068,5531
ENSG00000072786,14201,10049,21612,19514
ENSG00000072803,1652,1773,3454,2981
ENSG00000072818,8612,8392,15699,12177
ENSG00000072832,0,1,0,0
ENSG00000072840,49,102,111,57
ENSG00000072849,2463,1994,3847,2665
ENSG00000072858,1864,1689,2622,3120
ENSG00000072864,0,1,1,2
ENSG00000072952,1,0,3,0
ENSG00000072954,11,12,25,20
ENSG00000072958,1615,1395,2261,2504
ENSG00000073008,51,42,95,123
ENSG00000073050,561,468,768,850
ENSG00000073060,46,56,86,62
ENSG00000073067,0,0,0,0
ENSG00000073111,775,602,945,812
ENSG00000073146,0,0,0,0
ENSG00000073150,1,0,0,0
ENSG00000073169,398,312,691,598
ENSG00000073282,14,30,23,27
ENSG00000073331,382,584,700,895
ENSG00000073350,1483,656,1848,1376
ENSG00000073417,1261,1257,2130,1876
ENSG00000073464,0,4,0,0
ENSG00000073536,418,403,693,805
ENSG00000073578,4838,4083,8051,8097
ENSG00000073584,1706,2222,2485,2232
ENSG00000073598,0,0,1,0
ENSG00000073605,615,531,1111,1941
ENSG00000073614,11926,9687,19831,18625
ENSG00000073670,10,7,18,23
ENSG00000073711,23,19,102,28
ENSG00000073712,5,4,28,8
ENSG00000073734,0,0,0,0
ENSG00000073737,1,5,19,0
ENSG00000073754,0,0,0,0
ENSG00000073756,522,171,348,295
ENSG00000073792,12,14,18,6
ENSG00000073803,305,341,627,463
ENSG00000073849,4453,4857,6234,6414
ENSG00000073861,2555,900,2107,1777
ENSG00000073905,50,35,88,80
ENSG00000073910,1136,991,2009,1609
ENSG00000073921,10851,8082,11735,9824
ENSG00000073969,4,23,31,32
ENSG00000074047,0,0,0,0
ENSG00000074054,5191,4367,7484,7854
ENSG00000074071,830,767,1583,1193
ENSG00000074181,0,0,0,0
ENSG00000074201,4967,4170,6594,6483
ENSG00000074211,0,0,0,0
ENSG00000074219,0,0,0,0
ENSG00000074266,1592,1874,2551,2033
ENSG00000074276,29,32,54,65
ENSG00000074317,0,0,0,0
ENSG00000074319,1036,703,1335,1212
ENSG00000074356,2113,1840,3171,2970
ENSG00000074370,5038,3255,7054,6563
ENSG00000074410,0,0,0,0
ENSG00000074416,19,14,24,19
ENSG00000074527,44,58,74,57
ENSG00000074582,391,253,452,490
ENSG00000074590,409,51,770,321
ENSG00000074603,4219,3873,6829,6120
ENSG00000074621,197,138,198,299
ENSG00000074657,679,756,1579,833
ENSG00000074660,0,0,0,0
ENSG00000074695,3669,4225,8319,5229
ENSG00000074696,1087,1200,2521,2109
ENSG00000074706,5238,5627,6941,8240
ENSG00000074755,9607,7298,11297,13193
ENSG00000074771,0,0,0,0
ENSG00000074800,16108,13132,26204,20332
ENSG00000074803,0,0,0,0
ENSG00000074842,997,671,1701,1025
ENSG00000074855,280,255,437,457
ENSG00000074935,724,1203,1200,947
ENSG00000074964,18,2,31,28
ENSG00000074966,3474,3350,4534,6248
ENSG00000075035,4,7,0,3
ENSG00000075043,0,0,2,0
ENSG00000075073,8,4,11,0
ENSG00000075089,1385,1308,2282,1736
ENSG00000075131,266,283,387,406
ENSG00000075142,1157,1474,2316,1611
ENSG00000075151,2242,1495,2757,2296
ENSG00000075188,440,561,838,727
ENSG00000075213,39,37,43,177
ENSG00000075218,19,22,35,36
ENSG00000075223,5,5,17,15
ENSG00000075234,1017,323,1512,746
ENSG00000075239,766,1053,1317,1146
ENSG00000075240,575,417,694,777
ENSG00000075275,216,118,66,130
ENSG00000075290,0,4,1,0
ENSG00000075292,10914,11347,14440,16418
ENSG00000075303,682,844,1007,811
ENSG00000075336,442,374,714,560
ENSG00000075340,233,97,168,444
ENSG00000075388,0,0,0,0
ENSG00000075391,2,0,14,8
ENSG00000075399,412,332,551,531
ENSG00000075407,1242,1582,2457,2436
ENSG00000075413,4077,3376,7184,6217
ENSG00000075415,12584,11697,22769,19521
ENSG00000075420,2901,2473,3010,3497
ENSG00000075426,12532,6892,12317,9646
ENSG00000075429,0,0,0,0
ENSG00000075461,0,0,0,0
ENSG00000075539,11022,12951,21517,21578
ENSG00000075568,2555,2594,3878,4552
ENSG00000075618,120,148,221,135
ENSG00000075624,75950,54709,88927,85223
ENSG00000075643,3,1,4,0
ENSG00000075651,125,49,103,84
ENSG00000075673,0,1,0,5
ENSG00000075702,73,62,137,101
ENSG00000075711,4167,4462,6490,6731
ENSG00000075785,2079,1497,2863,2596
ENSG00000075790,852,876,1631,1013
ENSG00000075826,1136,776,1727,1864
ENSG00000075856,3413,2859,5356,4615
ENSG00000075884,11464,14926,19031,18436
ENSG00000075886,0,0,0,0
ENSG00000075891,0,0,0,0
ENSG00000075914,690,862,1472,1362
ENSG00000075945,2509,2092,2927,2760
ENSG00000075975,1807,1736,2689,2348
ENSG00000076003,2581,1814,2945,3150
ENSG00000076043,838,780,1456,1070
ENSG00000076053,2638,3431,4604,3198
ENSG00000076067,225,387,216,322
ENSG00000076108,5694,3564,5077,6724
ENSG00000076201,400,316,471,474
ENSG00000076242,1361,1237,2030,1856
ENSG00000076248,474,407,658,587
ENSG00000076258,90,107,168,166
ENSG00000076321,1302,1548,2365,1982
ENSG00000076344,0,0,3,5
ENSG00000076351,71,109,74,113
ENSG00000076356,41,26,89,84
ENSG00000076382,456,381,953,907
ENSG00000076513,6295,5775,12120,8062
ENSG00000076554,763,939,918,624
ENSG00000076555,715,739,1143,1283
ENSG00000076604,2363,1798,2585,2428
ENSG00000076641,12969,16161,19434,21953
ENSG00000076650,618,606,907,930
ENSG00000076662,9479,7959,14961,11248
ENSG00000076685,1854,1946,3235,2689
ENSG00000076706,39,154,49,61
ENSG00000076716,1,2,0,0
ENSG00000076770,4136,4983,6994,4888
ENSG00000076826,2,0,1,8
ENSG00000076864,9,12,12,1
ENSG00000076924,2617,1703,3308,3028
ENSG00000076928,11962,8872,14643,15808
ENSG00000076944,858,511,1127,898
ENSG00000076984,926,622,1216,969
ENSG00000077009,0,0,0,0
ENSG00000077044,4092,3003,5672,7244
ENSG00000077063,16,1,0,0
ENSG00000077080,0,0,0,0
ENSG00000077092,3,0,0,0
ENSG00000077097,10713,13731,21355,19221
ENSG00000077147,6119,8170,14904,10058
ENSG00000077150,1572,1533,3067,2929
ENSG00000077152,73,94,88,77
ENSG00000077157,1239,1070,1590,1879
ENSG00000077232,3399,3934,7616,5815
ENSG00000077235,4255,3128,5844,5316
ENSG00000077238,3678,2779,5698,4994
ENSG00000077254,5926,5911,10098,8607
ENSG00000077264,32,51,133,68
ENSG00000077274,0,0,0,0
ENSG00000077279,0,0,0,0
ENSG00000077312,1766,1428,2622,2098
ENSG00000077327,0,11,2,0
ENSG00000077348,170,219,202,250
ENSG00000077380,1145,1476,2305,1809
ENSG00000077420,3241,2782,3890,4070
ENSG00000077454,1392,1380,2009,2114
ENSG00000077458,2403,2722,4591,3848
ENSG00000077463,233,156,321,274
ENSG00000077498,0,0,0,0
ENSG00000077514,572,630,1121,822
ENSG00000077522,0,0,0,0
ENSG00000077549,4881,4639,8081,6287
ENSG00000077585,427,319,680,314
ENSG00000077616,0,0,0,0
ENSG00000077684,4845,4586,8504,7355
ENSG00000077713,295,241,317,261
ENSG00000077721,1545,1566,2275,1830
ENSG00000077782,178,367,461,412
ENSG00000077800,0,0,0,0
ENSG00000077935,1,2,12,24
ENSG00000077942,1,0,0,0
ENSG00000077943,0,0,0,0
ENSG00000077984,5620,2534,7298,3293
ENSG00000078018,3,2,31,28
ENSG00000078043,1491,1555,2175,2162
ENSG00000078053,1,2,2,2
ENSG00000078061,1538,1232,2390,2198
ENSG00000078070,1232,1053,1756,1806
ENSG00000078081,86,89,100,84
ENSG00000078098,0,0,2,0
ENSG00000078114,27,22,21,13
ENSG00000078124,501,553,888,620
ENSG00000078140,2764,2893,3218,2902
ENSG00000078142,3331,3865,5815,5629
