Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000031003,2546,4969,5888,6781,4807,5842,4883,4934
ENSG00000031081,318,160,445,405,460,373,271,257
ENSG00000031691,79,146,184,190,92,159,197,127
ENSG00000031698,2019,4953,4652,6061,2740,5682,5173,4841
ENSG00000031823,969,2022,2331,2800,2235,3122,2089,2222
ENSG00000032219,1652,4314,5699,6770,4747,6119,5114,5051
ENSG00000032389,656,944,953,1152,733,1119,879,815
ENSG00000032444,1131,1075,1219,1536,671,1887,1553,1551
ENSG00000032742,502,1109,1357,1670,892,1121,916,903
ENSG00000033011,362,442,594,537,339,611,473,398
ENSG00000033030,832,2113,2642,2516,1652,2455,2328,2086
ENSG00000033050,1002,1709,1970,1736,1048,2137,2115,1781
ENSG00000033100,1218,1866,2207,2648,1216,2817,2446,2382
ENSG00000033122,9,214,454,1533,143,766,269,394
ENSG00000033170,1031,2310,3016,3521,3623,2788,2542,2266
ENSG00000033178,1937,4273,5809,6038,4045,5169,4330,3751
ENSG00000033327,87,89,152,114,164,146,171,103
ENSG00000033627,197,463,630,449,536,561,470,603
ENSG00000033800,3143,6387,7679,8923,6772,8607,7121,7012
ENSG00000033867,1795,7239,8537,10493,7677,7257,6980,6006
ENSG00000034053,2989,5432,6088,10285,5284,7548,7233,6595
ENSG00000034152,292,341,452,543,426,696,475,491
ENSG00000034239,0,0,0,0,0,0,0,0
ENSG00000034510,20890,26511,29477,40152,16487,31448,30743,28407
ENSG00000034533,617,1021,973,1476,759,1073,1291,858
ENSG00000034677,2536,6157,6768,7898,4317,7195,6170,5499
ENSG00000034693,510,1140,1503,1614,901,1481,1110,1080
ENSG00000034713,1030,1568,1905,2083,1116,2168,1894,1747
ENSG00000034971,0,0,0,0,0,0,0,0
ENSG00000035115,2853,4298,4916,7073,4165,4673,5043,3740
ENSG00000035141,487,1194,1336,1710,722,1533,1296,1192
ENSG00000035403,1015,1493,1500,2402,1352,1888,2018,2320
ENSG00000035499,6,17,22,12,8,17,18,11
ENSG00000035664,57,85,100,106,127,67,72,52
ENSG00000035681,1039,2956,3367,4103,2599,3966,3016,2979
ENSG00000035687,1653,3834,4790,5272,2935,4700,3685,3424
ENSG00000035720,394,422,677,670,314,531,810,792
ENSG00000035862,67,90,200,188,147,133,209,78
ENSG00000035928,2192,4900,5749,7159,4005,6529,5581,5298
ENSG00000036054,1075,2701,3291,3214,2070,2687,2457,2075
ENSG00000036257,1905,5328,5832,7046,6388,5478,5112,4677
ENSG00000036448,102,171,154,74,44,156,74,60
ENSG00000036473,0,0,0,0,2,0,0,0
ENSG00000036530,32,71,75,58,94,71,61,58
ENSG00000036549,2994,7515,9325,9263,5970,7528,8184,6125
ENSG00000036565,0,2,0,2,1,0,0,0
ENSG00000036672,6,5,7,1,7,11,9,12
ENSG00000036828,0,0,0,0,0,0,0,0
ENSG00000037042,99,206,291,317,234,309,286,323
ENSG00000037241,121,179,211,224,90,211,192,167
ENSG00000037280,265,354,666,211,119,346,316,144
ENSG00000037474,1396,2840,3855,4047,2876,3694,4461,2877
ENSG00000037637,1200,2389,2714,2989,2116,3146,2761,2306
ENSG00000037749,484,961,1145,1552,745,1365,1036,891
ENSG00000037757,972,1048,2902,2313,639,2432,2099,2111
ENSG00000037897,68,142,208,171,126,186,171,93
ENSG00000037965,0,0,0,0,0,0,0,0
ENSG00000038002,461,900,1358,1380,541,1153,848,710
ENSG00000038210,454,822,973,1104,823,1049,814,745
ENSG00000038219,3662,11673,13486,16592,10243,15237,12616,12276
ENSG00000038274,3444,5400,6364,6156,3360,6573,5118,5033
ENSG00000038295,0,0,4,0,0,0,0,0
ENSG00000038358,1332,2516,2853,3480,1757,3286,3075,2982
ENSG00000038382,44,136,377,402,233,447,206,162
ENSG00000038427,7,2,1,1,0,4,1,13
ENSG00000038532,986,1868,1891,2469,2395,2493,2025,1971
ENSG00000038945,2,6,9,7,10,10,1,6
ENSG00000039068,19,14,16,33,31,17,13,10
ENSG00000039123,2011,4586,5603,5886,4672,5300,4155,4244
ENSG00000039139,0,0,0,0,0,1,0,0
ENSG00000039319,585,1744,2545,2623,1779,2404,2038,1703
ENSG00000039523,157,125,140,172,268,203,165,139
ENSG00000039537,0,0,0,0,0,0,0,0
ENSG00000039560,7,33,163,21,11,6,4,3
ENSG00000039600,2,0,0,1,0,6,2,1
ENSG00000039650,530,869,948,1146,635,1467,1190,1367
ENSG00000039987,0,0,0,0,0,0,0,0
ENSG00000040199,567,759,1313,1510,938,1424,1183,945
ENSG00000040275,161,351,404,417,336,415,306,356
ENSG00000040341,1078,1813,2421,2517,1739,2288,1748,1966
ENSG00000040487,66,105,146,164,81,147,147,156
ENSG00000040531,127,251,260,241,165,291,305,271
ENSG00000040608,20,15,11,24,4,37,19,21
ENSG00000040633,281,328,463,448,275,598,765,512
ENSG00000040731,0,1,1,0,0,0,1,0
ENSG00000040933,7008,12539,14195,18172,13494,16602,12986,12238
ENSG00000041353,236,267,202,576,354,445,104,301
ENSG00000041357,1222,2152,2150,2968,1567,2576,2333,2089
ENSG00000041515,0,18,43,48,8,46,8,56
ENSG00000041802,1256,3881,3840,3873,2424,5240,3506,3366
ENSG00000041880,213,462,419,537,213,568,404,449
ENSG00000041982,0,3,1,0,0,0,1,1
ENSG00000041988,326,387,419,517,240,526,419,409
ENSG00000042062,32,31,32,36,45,30,24,46
ENSG00000042088,1488,2665,2866,3150,1897,2984,2779,2623
ENSG00000042286,94,177,247,244,113,220,215,186
ENSG00000042304,8,21,25,22,29,17,28,14
ENSG00000042317,117,207,322,271,118,319,263,217
ENSG00000042429,1480,3725,4565,5378,2753,4472,4404,3431
ENSG00000042445,362,636,801,836,403,846,850,646
ENSG00000042493,288,144,232,213,111,223,143,171
ENSG00000042753,342,389,428,568,204,506,442,367
ENSG00000042781,0,0,0,0,0,0,0,0
ENSG00000042813,1,2,1,2,3,2,1,3
ENSG00000042832,86,74,111,163,203,107,153,180
ENSG00000042980,2,23,11,83,66,61,14,23
ENSG00000043039,7,17,12,20,17,17,8,2
ENSG00000043093,1613,2932,3271,4363,2533,3878,2784,2781
ENSG00000043143,5012,7306,8054,9987,5650,10714,10007,8553
ENSG00000043355,0,0,0,0,0,0,0,0
ENSG00000043462,3721,6534,9429,9742,9916,11660,10400,9008
ENSG00000043514,376,914,1151,1327,608,1214,1048,990
ENSG00000043591,0,0,0,1,0,0,2,0
ENSG00000044012,0,0,0,0,0,0,0,0
ENSG00000044090,426,693,928,995,612,1098,790,798
ENSG00000044115,117,72,378,91,97,107,90,149
ENSG00000044446,782,2011,2353,2999,2132,2826,2306,2269
ENSG00000044459,8,19,56,27,27,17,11,19
ENSG00000044524,0,0,0,3,6,3,4,4
ENSG00000044574,2617,6203,7605,6816,3198,5814,5967,4243
ENSG00000046604,46,76,119,116,85,173,132,139
ENSG00000046647,170,529,571,740,438,801,613,645
ENSG00000046651,2117,5239,7805,8595,4185,6129,7152,6746
ENSG00000046653,24,3,1,1,1,0,3,0
ENSG00000046774,0,0,0,0,0,0,0,0
ENSG00000046889,2,20,325,17,14,8,4,5
ENSG00000047056,1457,2489,2983,3442,2000,3607,2875,2597
ENSG00000047188,1881,6087,7297,8605,5656,7637,5457,5398
ENSG00000047230,231,644,662,854,484,830,525,489
ENSG00000047249,1078,1757,1879,2152,1468,2047,1796,1578
ENSG00000047315,3021,6958,8365,9795,4906,9652,8500,7612
ENSG00000047346,1752,4884,5864,6672,6398,6081,4336,4706
ENSG00000047365,2784,6403,7955,9950,6001,9311,6381,6389
ENSG00000047410,6883,24857,28566,30428,14002,29512,26251,28289
ENSG00000047457,7,8,11,17,24,17,12,9
ENSG00000047578,340,869,941,1050,811,1306,1017,987
ENSG00000047579,213,386,429,451,458,483,460,413
ENSG00000047597,4,2,0,4,5,7,2,9
ENSG00000047617,1,1,40,2,1,1,1,4
ENSG00000047621,450,932,1066,1140,732,1079,868,743
ENSG00000047634,678,2568,2688,3704,2034,3003,1962,1952
ENSG00000047644,786,1791,1942,2351,1161,2649,2077,1863
ENSG00000047648,7,1,2,2,0,5,0,20
ENSG00000047662,11,7,4,11,10,8,2,4
ENSG00000047849,718,1496,1649,2097,2233,2406,1444,1885
ENSG00000047932,1675,3969,4954,5275,2526,4962,4513,3876
ENSG00000047936,0,0,0,0,0,0,0,0
ENSG00000048028,345,857,1187,1069,680,1177,984,825
ENSG00000048052,54,46,87,156,75,109,38,33
ENSG00000048140,335,696,824,773,392,784,748,738
ENSG00000048162,242,383,462,527,260,533,630,414
ENSG00000048342,17,28,58,31,39,33,27,23
ENSG00000048392,419,927,948,1191,648,1142,880,669
ENSG00000048405,1813,6508,6475,9079,5755,8303,6384,6060
ENSG00000048462,2,11,6,76,7,106,18,7
ENSG00000048471,1352,2656,2801,3998,3202,3618,2468,2482
ENSG00000048540,0,0,0,0,0,0,0,0
ENSG00000048544,692,1308,1536,1769,915,1542,1278,1179
ENSG00000048545,0,0,0,0,0,0,0,0
ENSG00000048649,3620,7025,8347,10316,7747,9742,7592,7807
ENSG00000048707,5977,14740,17708,19368,15179,17837,14288,13470
ENSG00000048740,6853,13160,16176,22903,21213,19991,15932,14707
ENSG00000048828,2429,5755,6704,8094,4776,7789,6577,6199
ENSG00000048991,953,1965,2215,2510,2345,2723,2114,2146
ENSG00000049089,51,149,113,112,53,124,118,164
ENSG00000049130,0,4,20,4,0,0,0,2
ENSG00000049167,318,595,814,825,492,794,642,502
ENSG00000049192,381,739,1196,758,561,884,669,556
ENSG00000049239,1617,3104,2909,4892,2344,4515,3201,3130
ENSG00000049245,939,1506,1892,2220,1107,1888,1757,1597
ENSG00000049246,198,351,572,751,419,557,467,364
ENSG00000049247,3,5,12,8,6,36,15,4
ENSG00000049249,15,25,28,39,44,85,17,27
ENSG00000049283,1,0,0,0,0,0,0,0
ENSG00000049323,44,7,68,16,9,13,2,64
ENSG00000049449,145,527,668,962,329,769,548,301
ENSG00000049540,4,5,8,5,7,2,2,4
ENSG00000049541,256,426,519,616,306,531,498,465
ENSG00000049618,2211,4759,5118,6697,6988,6995,5462,5329
ENSG00000049656,1162,1588,1759,2039,1158,2287,1918,1657
ENSG00000049759,59,113,207,386,357,319,206,174
ENSG00000049768,8,11,74,17,37,137,25,54
ENSG00000049769,438,402,502,606,341,748,544,567
ENSG00000049860,795,1485,1596,2041,1007,1653,1643,1424
ENSG00000049883,430,1083,1560,1493,1113,1581,1207,1005
ENSG00000050030,509,590,705,800,464,862,846,453
ENSG00000050130,486,956,1244,1249,627,1327,1082,1007
ENSG00000050165,2,12,89,12,3,15,22,10
ENSG00000050327,56,95,100,119,92,237,188,137
ENSG00000050344,83,109,228,142,243,263,340,143
ENSG00000050393,279,607,634,768,555,751,618,527
ENSG00000050405,467,917,1088,1086,514,1094,954,1084
ENSG00000050426,1644,3291,3935,4072,2647,3944,3763,3610
ENSG00000050438,202,309,451,571,509,507,383,379
ENSG00000050555,43,386,344,246,122,194,176,193
ENSG00000050628,3,7,10,13,7,6,8,9
ENSG00000050730,39,114,64,36,42,57,77,107
ENSG00000050748,800,2057,2288,2905,1817,2375,1996,1732
ENSG00000050767,3,0,4,2,1,1,0,1
ENSG00000050820,3,9,41,4,0,1,4,0
ENSG00000051009,643,1080,1371,1442,803,1470,1638,1161
ENSG00000051108,889,1564,1471,2081,1074,2175,1678,1677
ENSG00000051128,3,5,44,7,6,10,1,3
ENSG00000051180,17,26,37,27,20,22,22,23
ENSG00000051341,32,76,94,111,100,91,82,81
ENSG00000051382,956,1644,1439,1985,3276,2123,1607,1547
ENSG00000051523,1990,1463,1682,2114,877,2329,1381,2229
ENSG00000051596,523,819,859,1143,1329,996,938,804
ENSG00000051620,2384,5395,5736,8504,3332,7433,5474,5324
ENSG00000051825,1863,6527,8049,8461,5059,8081,7765,6999
ENSG00000052126,65,169,191,281,236,262,176,156
ENSG00000052344,1,1,3,2,0,1,2,2
ENSG00000052723,1347,3113,3858,4471,2123,3801,3599,2949
ENSG00000052749,480,1187,1278,983,630,1161,1645,922
ENSG00000052795,585,1201,1280,1612,1042,1563,1337,1194
ENSG00000052802,381,585,706,856,344,637,534,508
ENSG00000052841,3111,7857,10418,11312,7645,10095,9233,8958
ENSG00000052850,1,0,0,0,0,0,0,0
ENSG00000053108,5,17,14,16,24,24,13,11
ENSG00000053254,5113,8610,9488,13147,9244,12144,9703,9184
ENSG00000053328,0,1,0,3,3,0,1,3
ENSG00000053371,352,521,566,737,340,712,571,478
ENSG00000053372,553,872,1124,1261,619,1171,1084,953
ENSG00000053438,0,1,3,1,0,0,0,0
ENSG00000053501,335,399,485,600,316,585,509,482
ENSG00000053524,73,156,197,165,266,196,169,212
ENSG00000053702,16,23,25,26,26,18,16,13
ENSG00000053747,0,2,16,0,3,3,1,0
ENSG00000053770,2211,5358,5364,7250,3510,5556,4979,4328
ENSG00000053900,909,3529,4529,4786,2545,4620,3339,3070
ENSG00000053918,603,951,1038,1282,878,1170,974,1080
ENSG00000054116,761,1074,1209,1338,737,1400,1431,1147
ENSG00000054118,4230,7007,8901,9370,5095,11102,8955,9492
ENSG00000054148,203,191,190,233,84,262,245,207
ENSG00000054179,0,0,0,0,1,0,0,0
ENSG00000054219,1262,2588,3130,3535,1489,2818,2581,2399
ENSG00000054267,5424,12156,14973,15200,9239,13967,12966,11506
ENSG00000054277,183,208,272,363,139,285,306,261
ENSG00000054282,766,1693,1906,2088,1539,1781,1621,1639
ENSG00000054356,2,1,0,0,0,2,0,0
ENSG00000054392,119,67,116,223,192,123,170,88
ENSG00000054523,580,1210,1346,1600,1464,1500,1185,1099
ENSG00000054598,0,1,11,1,0,2,0,0
ENSG00000054611,1005,1360,1626,1784,1393,1779,1435,1334
ENSG00000054654,13871,39147,48828,51567,34086,44330,37520,41813
ENSG00000054690,60,114,119,130,165,112,81,90
ENSG00000054793,13,12,97,26,21,26,12,12
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,0,0,0,0,0,0,0,0
ENSG00000054965,1261,2204,2240,3195,2053,2848,2372,2296
ENSG00000054967,354,807,718,760,615,772,836,641
ENSG00000054983,560,1131,1278,1371,861,1409,1219,1016
ENSG00000055044,3181,8835,10691,10624,5366,8984,8278,8345
ENSG00000055070,2071,3173,3257,3995,2653,4456,3868,3606
ENSG00000055118,117,116,227,198,88,220,250,215
ENSG00000055130,2267,4933,5588,6363,3971,6000,5318,5082
ENSG00000055147,657,1069,1533,1610,844,1443,1159,1156
ENSG00000055163,11450,19900,23225,27680,22554,28253,24625,24636
ENSG00000055208,5339,10882,10632,10581,10123,13427,12654,10233
ENSG00000055211,458,1398,1481,1650,1345,1474,1376,1023
ENSG00000055332,1625,2857,2825,4225,3370,3952,2382,2673
ENSG00000055483,1907,5752,4633,5464,6368,5578,4620,4474
ENSG00000055609,6128,14072,14391,19015,23142,18262,14403,14590
ENSG00000055732,21,75,68,221,106,96,55,119
ENSG00000055813,0,0,6,0,0,0,0,0
ENSG00000055917,4865,9806,10786,13448,13851,12897,9628,9054
ENSG00000055950,572,747,968,1092,409,974,920,809
ENSG00000055955,36,88,187,118,136,131,110,140
ENSG00000055957,2,0,0,0,0,0,1,0
ENSG00000056050,256,406,567,603,265,603,448,387
ENSG00000056097,3272,7407,8723,9890,5630,8555,7560,7037
ENSG00000056277,167,391,487,543,492,505,469,441
ENSG00000056291,7,11,10,8,13,12,10,4
ENSG00000056487,0,0,0,0,0,1,0,0
ENSG00000056558,2591,6650,8608,7365,4198,9000,7972,7127
ENSG00000056586,2650,6831,7559,9349,6375,8100,6960,5815
ENSG00000056678,0,0,0,0,0,0,0,0
ENSG00000056736,4,7,26,22,6,46,15,11
ENSG00000056972,462,734,905,1021,581,1064,849,786
ENSG00000056998,0,0,1,0,1,0,0,0
ENSG00000057019,153,337,581,612,421,478,531,378
ENSG00000057149,0,0,0,0,0,0,0,0
ENSG00000057252,1954,3369,4390,4071,2661,4204,4478,3823
ENSG00000057294,42,41,48,89,65,72,84,39
ENSG00000057468,19,55,45,39,191,31,20,58
ENSG00000057593,2,0,1,3,0,1,4,0
ENSG00000057608,4504,6384,8750,9674,4202,8762,5848,6285
ENSG00000057657,516,258,484,557,372,554,292,360
ENSG00000057663,1449,2524,2948,3184,1759,2874,2549,2222
ENSG00000057704,6,18,96,23,40,25,7,10
ENSG00000057757,1527,2515,2662,2903,1581,2677,2824,2274
ENSG00000057935,760,1782,2004,2599,1894,2509,1690,1928
ENSG00000058056,475,787,1023,1019,1069,1131,847,641
ENSG00000058063,6670,16632,19515,23765,14393,19427,16083,14413
ENSG00000058085,3,19,18,17,28,14,16,12
ENSG00000058091,6,37,41,53,20,57,16,15
ENSG00000058262,2730,3850,4512,5330,2802,5544,4839,4201
ENSG00000058272,3535,9316,12408,11877,7183,11466,10128,9370
ENSG00000058335,4,0,0,0,3,0,0,0
ENSG00000058404,1,1,1,1,4,3,4,1
ENSG00000058453,965,1336,1566,2224,923,2090,1726,1924
ENSG00000058600,2095,6725,7037,8348,5097,7174,6496,5922
ENSG00000058668,2069,2443,3287,3656,3369,4725,3329,3539
ENSG00000058673,7660,13680,16319,19047,11723,19131,15292,14137
ENSG00000058729,687,1440,1664,2185,1082,1834,1357,1230
ENSG00000058799,238,525,634,626,326,627,601,457
ENSG00000058804,786,1595,2093,2059,1278,2061,1940,1478
ENSG00000058866,2,1,0,2,1,1,0,2
ENSG00000059122,801,1339,2807,1910,1218,2161,2234,2477
ENSG00000059145,457,900,1322,1546,1124,1688,1089,1470
ENSG00000059377,33,20,35,80,109,111,53,37
ENSG00000059378,892,2851,3720,4290,2381,4156,3772,3055
ENSG00000059573,1020,1559,1853,1869,983,1966,1706,1555
ENSG00000059588,1421,4843,6321,6803,4374,6236,4902,4080
ENSG00000059691,240,506,624,583,465,662,532,531
ENSG00000059728,266,747,719,809,628,872,872,763
ENSG00000059758,3002,7774,8871,10110,6682,8624,7945,7033
ENSG00000059769,67,186,225,238,132,207,208,163
ENSG00000059804,5079,24006,16675,14118,12524,27130,22300,18017
ENSG00000059915,263,192,170,239,120,333,257,230
ENSG00000060069,1179,1427,1484,1908,1044,1916,1707,1648
ENSG00000060138,120,399,702,308,310,621,658,356
ENSG00000060140,1,4,14,4,0,4,0,2
ENSG00000060237,4951,9530,10839,12939,14770,16159,11189,11843
ENSG00000060303,0,0,0,0,0,0,0,0
ENSG00000060339,2080,6839,8165,9373,5279,8668,7398,7489
ENSG00000060491,1187,1753,2163,2581,1160,3035,2317,2585
ENSG00000060558,55,9,15,36,34,32,16,21
ENSG00000060566,1,0,0,0,0,1,0,1
ENSG00000060642,138,288,366,336,228,411,360,324
ENSG00000060656,2,1,2,0,1,1,1,0
ENSG00000060688,937,1887,2228,2536,1375,2295,2062,1919
ENSG00000060709,1,0,0,1,1,0,0,0
ENSG00000060718,0,0,0,0,0,0,0,0
ENSG00000060749,711,1351,1712,2200,2255,2160,1579,1587
ENSG00000060762,357,803,933,1049,540,947,883,714
ENSG00000060971,812,1450,1725,2096,1291,2289,1762,1831
ENSG00000060982,25,96,422,167,64,73,22,34
ENSG00000061273,2043,3832,5063,5344,3330,6155,5014,4740
ENSG00000061337,9,37,19,40,22,109,42,24
ENSG00000061455,0,2,1,4,5,1,0,2
ENSG00000061492,0,1,0,0,2,1,0,0
ENSG00000061656,45,113,50,70,56,60,142,70
ENSG00000061676,150,335,778,389,316,378,322,244
ENSG00000061794,945,1503,1900,1973,924,1956,1639,1421
ENSG00000061918,13,1,11,3,8,10,5,20
ENSG00000061936,2304,5787,7168,9261,5699,7537,5934,6275
ENSG00000061938,1824,2382,3152,3622,1961,3776,3170,3313
ENSG00000061987,2853,9859,12359,13220,9988,10350,8435,7367
ENSG00000062038,39,96,90,100,111,89,66,83
ENSG00000062096,0,0,0,0,1,2,0,1
ENSG00000062194,4997,9525,11145,12223,7688,12260,10419,9516
ENSG00000062282,1,2,2,7,3,6,3,8
ENSG00000062370,10,11,36,45,26,17,25,6
ENSG00000062485,1141,2598,3078,3561,2705,3722,3159,2799
ENSG00000062524,40,30,44,89,12,74,27,31
ENSG00000062582,162,124,138,138,71,144,109,178
ENSG00000062598,870,1671,2141,2440,1482,2359,1970,1802
ENSG00000062650,5217,9543,11604,13401,7233,12734,10723,9841
ENSG00000062716,1762,2526,3183,2955,2202,3076,2365,2721
ENSG00000062725,1912,3617,4810,4850,2711,4524,4073,3431
ENSG00000062822,888,600,797,927,335,1056,973,903
ENSG00000063015,6,0,2,0,0,0,0,0
ENSG00000063046,45046,63736,72777,85439,37449,82371,77642,68256
ENSG00000063127,107,229,252,285,272,310,242,233
ENSG00000063169,119,175,213,272,443,289,172,215
ENSG00000063176,222,219,304,323,202,393,299,303
ENSG00000063177,30225,31538,34555,41463,15883,42861,39460,37250
ENSG00000063180,176,200,244,250,98,322,256,293
ENSG00000063241,107,93,92,88,51,121,123,98
ENSG00000063244,2653,3438,3829,4610,2114,4653,4507,4321
ENSG00000063245,428,784,870,1158,1107,1324,915,1063
ENSG00000063322,959,1313,1314,1753,942,1582,1585,1520
ENSG00000063438,1,8,20,20,11,14,11,3
ENSG00000063515,0,0,0,0,0,0,0,0
ENSG00000063587,524,1141,1173,1665,1491,2205,1506,1335
ENSG00000063601,1515,3569,4094,4949,3735,4470,3926,3532
ENSG00000063660,8,2,10,12,4,12,5,10
ENSG00000063761,124,300,418,401,312,408,329,327
ENSG00000063854,698,761,1037,1150,599,1489,981,1285
ENSG00000063978,2034,4743,5341,6567,3987,5844,5440,4976
ENSG00000064012,2660,6192,8312,10213,4825,12103,7733,8375
ENSG00000064042,1,3,108,6,4,0,0,2
ENSG00000064102,424,1047,1526,1256,784,1296,1334,1036
ENSG00000064115,620,1171,1589,1389,934,1343,1404,1175
ENSG00000064195,0,0,0,0,0,1,1,1
ENSG00000064199,23,43,37,62,38,43,50,22
ENSG00000064201,942,2303,2101,2698,1164,2768,3302,3297
ENSG00000064205,0,0,3,0,1,0,0,0
ENSG00000064218,0,0,0,0,0,0,0,0
ENSG00000064225,4,10,55,11,28,11,17,15
ENSG00000064270,0,0,0,0,0,0,0,0
ENSG00000064300,1,2,2,1,0,4,0,2
ENSG00000064309,101,199,238,293,284,265,305,239
ENSG00000064313,1325,3342,4286,4637,2681,3872,3409,3010
ENSG00000064393,1884,2726,2888,4158,5903,4999,3389,3311
ENSG00000064419,1731,3393,4353,4367,2578,4161,3849,3438
ENSG00000064489,8,32,29,38,12,41,38,33
ENSG00000064490,573,857,1077,1127,432,1058,1109,941
ENSG00000064545,357,333,416,443,203,567,494,472
ENSG00000064547,386,598,774,900,624,983,833,721
ENSG00000064601,551,815,1052,946,528,1098,1041,1112
ENSG00000064607,1638,6513,7311,8557,4715,8567,7117,6477
ENSG00000064651,834,1767,2578,2356,1449,2011,1639,1496
ENSG00000064652,21,58,77,103,73,99,56,66
ENSG00000064655,0,5,6,4,1,10,1,7
ENSG00000064666,5643,5864,5962,10907,3986,8714,6932,9219
ENSG00000064687,2760,3108,4222,5307,2209,5657,3619,4769
ENSG00000064692,2,1,52,2,0,0,0,0
ENSG00000064703,907,2499,3015,3601,1616,2916,2942,2353
ENSG00000064726,1424,2940,3383,4040,2102,3903,2958,2750
ENSG00000064763,54,90,130,229,99,135,121,103
ENSG00000064787,14,27,33,44,30,41,38,35
ENSG00000064835,2,4,1,6,4,2,3,0
ENSG00000064886,526,401,604,519,505,1256,414,787
ENSG00000064932,1141,1446,1812,2065,929,2437,1944,2353
ENSG00000064933,684,1388,1816,1803,843,1911,1698,1285
ENSG00000064961,564,532,670,697,297,820,685,922
ENSG00000064989,41,106,608,184,151,210,79,71
ENSG00000064995,637,2138,2396,3131,1467,2526,2402,2130
ENSG00000064999,417,672,793,983,756,976,771,712
ENSG00000065000,1772,2368,2704,3419,1754,3814,3137,3160
ENSG00000065029,838,1579,1796,1975,1246,1970,1711,1687
ENSG00000065054,42,14,13,31,13,32,47,31
ENSG00000065057,123,102,145,128,58,179,141,113
ENSG00000065060,573,1652,1758,2202,1469,1461,1488,1231
ENSG00000065135,2115,4237,5560,5448,3105,4819,4745,4055
ENSG00000065150,2921,5490,6300,7440,4040,6942,6142,5049
ENSG00000065154,1030,1550,1858,2034,1057,1795,1841,1516
ENSG00000065183,1050,2139,2925,2744,1415,2834,2438,2077
ENSG00000065243,1507,4346,5233,6734,4810,5625,4463,4023
ENSG00000065268,272,340,349,371,162,448,399,348
ENSG00000065308,463,854,973,1365,694,1302,1031,847
ENSG00000065320,5,1,2,0,1,5,1,1
ENSG00000065325,0,0,0,0,0,0,0,0
ENSG00000065328,1,14,11,6,13,13,8,7
ENSG00000065357,8227,16792,22577,24166,18907,23356,21312,20753
ENSG00000065361,23,45,57,32,57,52,66,53
ENSG00000065371,0,0,0,0,1,0,1,0
ENSG00000065413,9852,31341,36797,40501,30851,33415,30803,27630
ENSG00000065427,3953,6313,7020,8052,3485,6925,7044,6244
ENSG00000065457,525,1100,1309,1376,1128,1480,1182,1122
ENSG00000065485,110,164,246,244,120,236,187,152
ENSG00000065491,356,694,759,891,603,966,829,810
ENSG00000065518,771,2113,2109,3111,1365,2641,2678,2406
ENSG00000065526,2827,4225,4290,5666,8604,7747,5511,5219
ENSG00000065534,51,29,43,59,35,45,33,87
ENSG00000065548,1814,5321,5890,7125,3716,6005,5691,4926
ENSG00000065559,1069,2500,3029,3390,2061,3151,2697,2350
ENSG00000065600,253,368,563,482,297,544,483,355
ENSG00000065609,1,0,5,0,0,0,0,0
ENSG00000065613,3289,6694,8519,9208,5036,8318,6683,7113
ENSG00000065615,921,2112,2613,2643,1959,2471,2095,2028
ENSG00000065618,1,0,0,0,0,0,0,0
ENSG00000065621,46,59,102,104,89,105,148,84
ENSG00000065665,165,544,567,778,578,658,617,527
ENSG00000065675,3451,6297,8555,10019,7581,9205,8551,7509
ENSG00000065717,331,504,581,739,436,805,661,741
ENSG00000065802,813,1718,2143,2783,1313,2248,2085,1900
ENSG00000065809,7187,10834,14114,14146,8229,15797,12230,11951
ENSG00000065833,1,5,44,9,3,7,1,1
